gst_id,order_id,payment_id,settlement_date,taxable_fee_amount,gst_rate,cgst_amount,sgst_amount,igst_amount,total_gst_amount
GST70960,ORD10960,PAY70960,2026-04-20,87.43,0.18,0.0,0.0,15.74,15.74
GST70961,ORD10961,PAY70961,2026-04-20,132.7,0.18,0.0,0.0,23.89,23.89
GST70963,ORD10963,PAY70963,2026-04-22,140.47,0.18,0.0,0.0,25.28,25.28
GST70964,ORD10964,PAY70964,2026-04-22,283.99,0.18,0.0,0.0,51.12,51.12
GST70965,ORD10965,PAY70965,2026-04-22,403.11,0.18,0.0,0.0,72.56,72.56
GST70966,ORD10966,PAY70966,2026-04-22,561.7,0.18,0.0,0.0,101.11,101.11
GST70967,ORD10967,PAY70967,2026-04-22,297.52,0.18,0.0,0.0,53.55,53.55
GST70968,ORD10968,PAY70968,2026-04-22,207.94,0.18,0.0,0.0,37.43,37.43
GST70969,ORD10969,PAY70969,2026-04-22,193.08,0.18,0.0,0.0,34.75,34.75
GST70970,ORD10970,PAY70970,2026-04-22,188.94,0.18,0.0,0.0,34.01,34.01
GST70971,ORD10971,PAY70971,2026-04-22,313.76,0.18,0.0,0.0,56.48,56.48
GST70972,ORD10972,PAY70972,2026-04-21,48.55,0.18,0.0,0.0,8.74,8.74
GST70973,ORD10973,PAY70973,2026-04-21,67.25,0.18,0.0,0.0,12.11,12.11
GST70974,ORD10974,PAY70974,2026-04-21,96.23,0.18,0.0,0.0,17.32,17.32
GST70975,ORD10975,PAY70975,2026-04-21,10.17,0.18,0.0,0.0,1.83,1.83
GST70976,ORD10976,PAY70976,2026-04-21,179.1,0.18,0.0,0.0,32.24,32.24
GST70977,ORD10977,PAY70977,2026-04-21,31.27,0.18,2.81,2.81,0.0,5.63
GST70978,ORD10978,PAY70978,2026-04-21,112.84,0.18,0.0,0.0,20.31,20.31
GST70979,ORD10979,PAY70979,2026-04-21,101.4,0.18,0.0,0.0,18.25,18.25
GST70980,ORD10980,PAY70980,2026-04-21,136.53,0.18,0.0,0.0,24.58,24.58
GST70981,ORD10981,PAY70981,2026-04-21,15.92,0.18,0.0,0.0,2.87,2.87
GST70982,ORD10982,PAY70982,2026-04-21,146.18,0.18,0.0,0.0,26.31,26.31
GST70983,ORD10983,PAY70983,2026-04-21,42.98,0.18,0.0,0.0,7.74,7.74
GST70984,ORD10984,PAY70984,2026-04-21,24.26,0.18,0.0,0.0,4.37,4.37
GST70985,ORD10985,PAY70985,2026-04-21,69.02,0.18,6.21,6.21,0.0,12.42
GST70986,ORD10986,PAY70986,2026-04-21,128.07,0.18,11.53,11.53,0.0,23.05
GST70988,ORD10988,PAY70988,2026-04-21,76.38,0.18,6.88,6.88,0.0,13.75
GST70989,ORD10989,PAY70989,2026-04-21,40.33,0.18,0.0,0.0,7.26,7.26
GST70990,ORD10990,PAY70990,2026-04-22,135.12,0.18,0.0,0.0,24.32,24.32
GST70991,ORD10991,PAY70991,2026-04-22,390.85,0.18,0.0,0.0,70.35,70.35
GST70992,ORD10992,PAY70992,2026-04-22,431.05,0.18,0.0,0.0,77.59,77.59
GST70993,ORD10993,PAY70993,2026-04-22,129.47,0.18,0.0,0.0,23.3,23.3
GST70994,ORD10994,PAY70994,2026-04-22,440.74,0.18,0.0,0.0,79.33,79.33
GST70995,ORD10995,PAY70995,2026-04-22,221.24,0.18,0.0,0.0,39.82,39.82
GST70996,ORD10996,PAY70996,2026-04-22,554.28,0.18,0.0,0.0,99.77,99.77
GST70997,ORD10997,PAY70997,2026-04-22,377.74,0.18,0.0,0.0,67.99,67.99
GST70998,ORD10998,PAY70998,2026-04-22,329.97,0.18,0.0,0.0,59.39,59.39
GST70999,ORD10999,PAY70999,2026-04-22,183.49,0.18,16.52,16.52,0.0,33.03
GST71000,ORD11000,PAY71000,2026-04-21,28.6,0.18,0.0,0.0,5.15,5.15
GST71001,ORD11001,PAY71001,2026-04-21,81.95,0.18,0.0,0.0,14.75,14.75
GST71002,ORD11002,PAY71002,2026-04-21,24.09,0.18,0.0,0.0,4.34,4.34
GST71003,ORD11003,PAY71003,2026-04-22,160.78,0.18,0.0,0.0,28.94,28.94
GST71004,ORD11004,PAY71004,2026-04-22,111.57,0.18,0.0,0.0,20.08,20.08
GST71005,ORD11005,PAY71005,2026-04-22,96.83,0.18,0.0,0.0,17.43,17.43
GST71006,ORD11006,PAY71006,2026-04-22,44.25,0.18,0.0,0.0,7.96,7.96
GST71007,ORD11007,PAY71007,2026-04-22,201.7,0.18,0.0,0.0,36.31,36.31
GST71008,ORD11008,PAY71008,2026-04-22,172.18,0.18,0.0,0.0,30.99,30.99
GST71009,ORD11009,PAY71009,2026-04-22,69.65,0.18,0.0,0.0,12.54,12.54
GST71010,ORD11010,PAY71010,2026-04-23,45.11,0.18,0.0,0.0,8.12,8.12
GST71011,ORD11011,PAY71011,2026-04-23,165.08,0.18,0.0,0.0,29.71,29.71
GST71012,ORD11012,PAY71012,2026-04-23,411.76,0.18,0.0,0.0,74.12,74.12
GST71013,ORD11013,PAY71013,2026-04-21,45.16,0.18,0.0,0.0,8.13,8.13
GST71014,ORD11014,PAY71014,2026-04-21,39.98,0.18,0.0,0.0,7.2,7.2
GST71015,ORD11015,PAY71015,2026-04-21,36.64,0.18,0.0,0.0,6.6,6.6
GST71016,ORD11016,PAY71016,2026-04-21,60.89,0.18,0.0,0.0,10.96,10.96
GST71017,ORD11017,PAY71017,2026-04-21,84.3,0.18,0.0,0.0,15.17,15.17
GST71019,ORD11019,PAY71019,2026-04-23,197.97,0.18,0.0,0.0,35.63,35.63
GST71020,ORD11020,PAY71020,2026-04-23,394.72,0.18,0.0,0.0,71.05,71.05
GST71021,ORD11021,PAY71021,2026-04-23,100.05,0.18,0.0,0.0,18.01,18.01
GST71022,ORD11022,PAY71022,2026-04-23,336.08,0.18,0.0,0.0,60.49,60.49
GST71023,ORD11023,PAY71023,2026-04-23,429.07,0.18,0.0,0.0,77.23,77.23
GST71024,ORD11024,PAY71024,2026-04-23,130.73,0.18,0.0,0.0,23.53,23.53
GST71025,ORD11025,PAY71025,2026-04-23,219.03,0.18,0.0,0.0,39.43,39.43
GST71026,ORD11026,PAY71026,2026-04-23,283.76,0.18,0.0,0.0,51.08,51.08
GST71027,ORD11027,PAY71027,2026-04-23,448.15,0.18,0.0,0.0,80.67,80.67
GST71028,ORD11028,PAY71028,2026-04-22,86.04,0.18,0.0,0.0,15.49,15.49
GST71029,ORD11029,PAY71029,2026-04-22,222.89,0.18,0.0,0.0,40.12,40.12
GST71030,ORD11030,PAY71030,2026-04-22,244.84,0.18,0.0,0.0,44.07,44.07
GST71031,ORD11031,PAY71031,2026-04-22,178.11,0.18,16.03,16.03,0.0,32.06
GST71032,ORD11032,PAY71032,2026-04-22,184.91,0.18,0.0,0.0,33.28,33.28
GST71033,ORD11033,PAY71033,2026-04-22,50.83,0.18,4.58,4.58,0.0,9.15
GST71034,ORD11034,PAY71034,2026-04-22,140.68,0.18,0.0,0.0,25.32,25.32
GST71035,ORD11035,PAY71035,2026-04-22,32.29,0.18,0.0,0.0,5.81,5.81
GST71036,ORD11036,PAY71036,2026-04-22,149.49,0.18,0.0,0.0,26.91,26.91
GST71037,ORD11037,PAY71037,2026-04-23,69.38,0.18,0.0,0.0,12.49,12.49
GST71038,ORD11038,PAY71038,2026-04-23,38.92,0.18,0.0,0.0,7.01,7.01
GST71039,ORD11039,PAY71039,2026-04-23,293.34,0.18,26.4,26.4,0.0,52.8
GST71041,ORD11041,PAY71041,2026-04-23,211.44,0.18,0.0,0.0,38.06,38.06
GST71042,ORD11042,PAY71042,2026-04-23,466.9,0.18,0.0,0.0,84.04,84.04
GST71043,ORD11043,PAY71043,2026-04-23,401.61,0.18,0.0,0.0,72.29,72.29
GST71044,ORD11044,PAY71044,2026-04-23,40.06,0.18,0.0,0.0,7.21,7.21
GST71045,ORD11045,PAY71045,2026-04-23,474.02,0.18,42.66,42.66,0.0,85.32
GST71046,ORD11046,PAY71046,2026-04-22,53.5,0.18,0.0,0.0,9.63,9.63
GST71047,ORD11047,PAY71047,2026-04-22,22.77,0.18,0.0,0.0,4.1,4.1
GST71048,ORD11048,PAY71048,2026-04-22,54.67,0.18,0.0,0.0,9.84,9.84
GST71049,ORD11049,PAY71049,2026-04-22,8.47,0.18,0.0,0.0,1.52,1.52
GST71050,ORD11050,PAY71050,2026-04-23,126.05,0.18,11.35,11.35,0.0,22.69
GST71051,ORD11051,PAY71051,2026-04-23,132.74,0.18,0.0,0.0,23.89,23.89
GST71052,ORD11052,PAY71052,2026-04-23,110.26,0.18,0.0,0.0,19.85,19.85
GST71053,ORD11053,PAY71053,2026-04-23,166.79,0.18,0.0,0.0,30.02,30.02
GST71054,ORD11054,PAY71054,2026-04-23,183.94,0.18,0.0,0.0,33.11,33.11
GST71055,ORD11055,PAY71055,2026-04-23,93.14,0.18,8.38,8.38,0.0,16.77
GST71056,ORD11056,PAY71056,2026-04-23,153.67,0.18,0.0,0.0,27.66,27.66
GST71057,ORD11057,PAY71057,2026-04-23,223.68,0.18,0.0,0.0,40.26,40.26
GST71058,ORD11058,PAY71058,2026-04-23,216.45,0.18,19.48,19.48,0.0,38.96
GST71059,ORD11059,PAY71059,2026-04-24,228.53,0.18,0.0,0.0,41.14,41.14
GST71060,ORD11060,PAY71060,2026-04-24,385.28,0.18,0.0,0.0,69.35,69.35
GST71061,ORD11061,PAY71061,2026-04-24,56.95,0.18,0.0,0.0,10.25,10.25
GST71062,ORD11062,PAY71062,2026-04-24,120.94,0.18,0.0,0.0,21.77,21.77
GST71063,ORD11063,PAY71063,2026-04-24,109.34,0.18,9.84,9.84,0.0,19.68
GST71064,ORD11064,PAY71064,2026-04-24,98.7,0.18,0.0,0.0,17.77,17.77
GST71065,ORD11065,PAY71065,2026-04-24,441.99,0.18,39.78,39.78,0.0,79.56
GST71066,ORD11066,PAY71066,2026-04-24,458.38,0.18,0.0,0.0,82.51,82.51
GST71067,ORD11067,PAY71067,2026-04-24,352.75,0.18,0.0,0.0,63.49,63.49
GST71069,ORD11069,PAY71069,2026-04-22,67.14,0.18,6.04,6.04,0.0,12.09
GST71070,ORD11070,PAY71070,2026-04-22,81.57,0.18,0.0,0.0,14.68,14.68
GST71071,ORD11071,PAY71071,2026-04-22,40.2,0.18,0.0,0.0,7.24,7.24
GST71073,ORD11073,PAY71073,2026-04-24,324.12,0.18,0.0,0.0,58.34,58.34
GST71074,ORD11074,PAY71074,2026-04-24,475.16,0.18,0.0,0.0,85.53,85.53
GST71075,ORD11075,PAY71075,2026-04-24,95.91,0.18,0.0,0.0,17.26,17.26
GST71076,ORD11076,PAY71076,2026-04-24,232.89,0.18,0.0,0.0,41.92,41.92
GST71077,ORD11077,PAY71077,2026-04-23,10.11,0.18,0.0,0.0,1.82,1.82
GST71078,ORD11078,PAY71078,2026-04-23,154.63,0.18,0.0,0.0,27.83,27.83
GST71079,ORD11079,PAY71079,2026-04-23,87.68,0.18,0.0,0.0,15.78,15.78
GST71080,ORD11080,PAY71080,2026-04-23,116.82,0.18,0.0,0.0,21.03,21.03
GST71081,ORD11081,PAY71081,2026-04-23,182.47,0.18,0.0,0.0,32.84,32.84
GST71082,ORD11082,PAY71082,2026-04-23,173.45,0.18,0.0,0.0,31.22,31.22
GST71083,ORD11083,PAY71083,2026-04-23,176.21,0.18,0.0,0.0,31.72,31.72
GST71084,ORD11084,PAY71084,2026-04-23,27.39,0.18,0.0,0.0,4.93,4.93
GST71085,ORD11085,PAY71085,2026-04-23,150.13,0.18,0.0,0.0,27.02,27.02
GST71087,ORD11087,PAY71087,2026-04-23,92.82,0.18,0.0,0.0,16.71,16.71
GST71088,ORD11088,PAY71088,2026-04-23,125.26,0.18,0.0,0.0,22.55,22.55
GST71089,ORD11089,PAY71089,2026-04-23,58.26,0.18,0.0,0.0,10.49,10.49
GST71090,ORD11090,PAY71090,2026-04-23,34.2,0.18,0.0,0.0,6.16,6.16
GST71091,ORD11091,PAY71091,2026-04-23,98.92,0.18,0.0,0.0,17.81,17.81
GST71092,ORD11092,PAY71092,2026-04-23,80.16,0.18,0.0,0.0,14.43,14.43
GST71093,ORD11093,PAY71093,2026-04-23,19.7,0.18,0.0,0.0,3.55,3.55
GST71094,ORD11094,PAY71094,2026-04-23,40.44,0.18,0.0,0.0,7.28,7.28
GST71095,ORD11095,PAY71095,2026-04-23,88.45,0.18,0.0,0.0,15.92,15.92
GST71096,ORD11096,PAY71096,2026-04-23,58.9,0.18,0.0,0.0,10.6,10.6
GST71097,ORD11097,PAY71097,2026-04-24,445.63,0.18,40.1,40.1,0.0,80.21
GST71098,ORD11098,PAY71098,2026-04-24,167.5,0.18,0.0,0.0,30.15,30.15
GST71099,ORD11099,PAY71099,2026-04-24,366.83,0.18,0.0,0.0,66.03,66.03
GST71100,ORD11100,PAY71100,2026-04-23,27.0,0.18,0.0,0.0,4.86,4.86
GST71101,ORD11101,PAY71101,2026-04-23,55.42,0.18,0.0,0.0,9.98,9.98
GST71102,ORD11102,PAY71102,2026-04-23,13.09,0.18,0.0,0.0,2.36,2.36
GST71103,ORD11103,PAY71103,2026-04-23,67.2,0.18,0.0,0.0,12.1,12.1
GST71104,ORD11104,PAY71104,2026-04-23,54.46,0.18,0.0,0.0,9.8,9.8
GST71105,ORD11105,PAY71105,2026-04-23,3.76,0.18,0.0,0.0,0.68,0.68
GST71106,ORD11106,PAY71106,2026-04-23,67.17,0.18,0.0,0.0,12.09,12.09
GST71107,ORD11107,PAY71107,2026-04-24,103.38,0.18,0.0,0.0,18.61,18.61
GST71108,ORD11108,PAY71108,2026-04-24,152.6,0.18,0.0,0.0,27.47,27.47
GST71109,ORD11109,PAY71109,2026-04-24,14.97,0.18,1.34,1.34,0.0,2.69
GST71110,ORD11110,PAY71110,2026-04-24,25.47,0.18,0.0,0.0,4.58,4.58
GST71111,ORD11111,PAY71111,2026-04-24,98.44,0.18,8.86,8.86,0.0,17.72
GST71112,ORD11112,PAY71112,2026-04-24,231.69,0.18,0.0,0.0,41.7,41.7
GST71113,ORD11113,PAY71113,2026-04-24,138.76,0.18,0.0,0.0,24.98,24.98
GST71114,ORD11114,PAY71114,2026-04-24,160.05,0.18,0.0,0.0,28.81,28.81
GST71115,ORD11115,PAY71115,2026-04-25,309.09,0.18,27.82,27.82,0.0,55.64
GST71116,ORD11116,PAY71116,2026-04-25,106.8,0.18,0.0,0.0,19.22,19.22
GST71117,ORD11117,PAY71117,2026-04-25,64.78,0.18,0.0,0.0,11.66,11.66
GST71118,ORD11118,PAY71118,2026-04-23,9.35,0.18,0.0,0.0,1.68,1.68
GST71119,ORD11119,PAY71119,2026-04-23,34.8,0.18,3.13,3.13,0.0,6.26
GST71120,ORD11120,PAY71120,2026-04-23,135.27,0.18,0.0,0.0,24.35,24.35
GST71121,ORD11121,PAY71121,2026-04-23,31.71,0.18,0.0,0.0,5.71,5.71
GST71122,ORD11122,PAY71122,2026-04-23,83.4,0.18,0.0,0.0,15.01,15.01
GST71123,ORD11123,PAY71123,2026-04-23,108.41,0.18,0.0,0.0,19.51,19.51
GST71124,ORD11124,PAY71124,2026-04-23,92.87,0.18,0.0,0.0,16.72,16.72
GST71125,ORD11125,PAY71125,2026-04-23,63.85,0.18,0.0,0.0,11.49,11.49
GST71126,ORD11126,PAY71126,2026-04-25,420.96,0.18,0.0,0.0,75.77,75.77
GST71127,ORD11127,PAY71127,2026-04-25,172.08,0.18,0.0,0.0,30.97,30.97
GST71128,ORD11128,PAY71128,2026-04-25,61.84,0.18,0.0,0.0,11.13,11.13
GST71129,ORD11129,PAY71129,2026-04-25,396.67,0.18,0.0,0.0,71.4,71.4
GST71130,ORD11130,PAY71130,2026-04-25,381.96,0.18,0.0,0.0,68.75,68.75
GST71132,ORD11132,PAY71132,2026-04-24,60.69,0.18,0.0,0.0,10.92,10.92
GST71133,ORD11133,PAY71133,2026-04-24,65.68,0.18,0.0,0.0,11.82,11.82
GST71134,ORD11134,PAY71134,2026-04-24,126.25,0.18,0.0,0.0,22.72,22.72
GST71135,ORD11135,PAY71135,2026-04-24,182.18,0.18,0.0,0.0,32.79,32.79
GST71136,ORD11136,PAY71136,2026-04-24,126.06,0.18,0.0,0.0,22.69,22.69
GST71138,ORD11138,PAY71138,2026-04-24,122.4,0.18,0.0,0.0,22.03,22.03
GST71139,ORD11139,PAY71139,2026-04-24,66.36,0.18,0.0,0.0,11.94,11.94
GST71140,ORD11140,PAY71140,2026-04-24,169.58,0.18,0.0,0.0,30.52,30.52
GST71141,ORD11141,PAY71141,2026-04-24,190.88,0.18,0.0,0.0,34.36,34.36
GST71142,ORD11142,PAY71142,2026-04-24,19.94,0.18,0.0,0.0,3.59,3.59
GST71144,ORD11144,PAY71144,2026-04-24,217.77,0.18,0.0,0.0,39.2,39.2
GST71145,ORD11145,PAY71145,2026-04-24,108.17,0.18,9.73,9.73,0.0,19.47
GST71146,ORD11146,PAY71146,2026-04-25,573.5,0.18,0.0,0.0,103.23,103.23
GST71147,ORD11147,PAY71147,2026-04-25,165.24,0.18,0.0,0.0,29.74,29.74
GST71148,ORD11148,PAY71148,2026-04-25,166.67,0.18,0.0,0.0,30.0,30.0
GST71149,ORD11149,PAY71149,2026-04-25,130.37,0.18,0.0,0.0,23.47,23.47
GST71150,ORD11150,PAY71150,2026-04-25,191.86,0.18,0.0,0.0,34.53,34.53
GST71151,ORD11151,PAY71151,2026-04-25,250.92,0.18,0.0,0.0,45.17,45.17
GST71152,ORD11152,PAY71152,2026-04-25,222.24,0.18,0.0,0.0,40.0,40.0
GST71153,ORD11153,PAY71153,2026-04-24,31.89,0.18,0.0,0.0,5.74,5.74
GST71154,ORD11154,PAY71154,2026-04-24,44.9,0.18,0.0,0.0,8.08,8.08
GST71155,ORD11155,PAY71155,2026-04-24,23.84,0.18,0.0,0.0,4.29,4.29
GST71156,ORD11156,PAY71156,2026-04-24,54.62,0.18,0.0,0.0,9.83,9.83
GST71157,ORD11157,PAY71157,2026-04-24,53.07,0.18,0.0,0.0,9.55,9.55
GST71158,ORD11158,PAY71158,2026-04-24,42.99,0.18,0.0,0.0,7.74,7.74
GST71159,ORD11159,PAY71159,2026-04-24,19.7,0.18,0.0,0.0,3.55,3.55
GST71160,ORD11160,PAY71160,2026-04-25,102.89,0.18,0.0,0.0,18.52,18.52
GST71161,ORD11161,PAY71161,2026-04-25,137.49,0.18,0.0,0.0,24.75,24.75
GST71162,ORD11162,PAY71162,2026-04-25,229.21,0.18,0.0,0.0,41.26,41.26
GST71163,ORD11163,PAY71163,2026-04-25,210.63,0.18,18.95,18.95,0.0,37.91
GST71164,ORD11164,PAY71164,2026-04-25,58.04,0.18,0.0,0.0,10.45,10.45
GST71165,ORD11165,PAY71165,2026-04-25,70.62,0.18,0.0,0.0,12.71,12.71
GST71166,ORD11166,PAY71166,2026-04-25,115.72,0.18,0.0,0.0,20.83,20.83
GST71167,ORD11167,PAY71167,2026-04-25,56.66,0.18,0.0,0.0,10.2,10.2
GST71169,ORD11169,PAY71169,2026-04-25,95.92,0.18,0.0,0.0,17.27,17.27
GST71170,ORD11170,PAY71170,2026-04-26,106.42,0.18,0.0,0.0,19.16,19.16
GST71171,ORD11171,PAY71171,2026-04-26,357.19,0.18,0.0,0.0,64.29,64.29
GST71172,ORD11172,PAY71172,2026-04-26,454.75,0.18,0.0,0.0,81.86,81.86
GST71173,ORD11173,PAY71173,2026-04-24,34.69,0.18,0.0,0.0,6.24,6.24
GST71174,ORD11174,PAY71174,2026-04-24,11.49,0.18,0.0,0.0,2.07,2.07
GST71175,ORD11175,PAY71175,2026-04-24,70.91,0.18,0.0,0.0,12.76,12.76
GST71176,ORD11176,PAY71176,2026-04-26,339.73,0.18,0.0,0.0,61.15,61.15
GST71177,ORD11177,PAY71177,2026-04-26,153.65,0.18,0.0,0.0,27.66,27.66
GST71178,ORD11178,PAY71178,2026-04-26,253.1,0.18,0.0,0.0,45.56,45.56
GST71179,ORD11179,PAY71179,2026-04-26,244.43,0.18,0.0,0.0,44.0,44.0
GST71180,ORD11180,PAY71180,2026-04-26,132.02,0.18,0.0,0.0,23.76,23.76
GST71181,ORD11181,PAY71181,2026-04-26,405.05,0.18,0.0,0.0,72.91,72.91
GST71182,ORD11182,PAY71182,2026-04-25,94.2,0.18,0.0,0.0,16.96,16.96
GST71183,ORD11183,PAY71183,2026-04-25,66.57,0.18,0.0,0.0,11.98,11.98
GST71184,ORD11184,PAY71184,2026-04-25,15.0,0.18,0.0,0.0,2.7,2.7
GST71185,ORD11185,PAY71185,2026-04-25,59.36,0.18,0.0,0.0,10.68,10.68
GST71186,ORD11186,PAY71186,2026-04-25,163.4,0.18,14.71,14.71,0.0,29.41
GST71187,ORD11187,PAY71187,2026-04-25,66.59,0.18,0.0,0.0,11.99,11.99
GST71188,ORD11188,PAY71188,2026-04-25,188.61,0.18,0.0,0.0,33.95,33.95
GST71189,ORD11189,PAY71189,2026-04-25,133.21,0.18,0.0,0.0,23.98,23.98
GST71190,ORD11190,PAY71190,2026-04-26,334.87,0.18,0.0,0.0,60.28,60.28
GST71191,ORD11191,PAY71191,2026-04-26,117.35,0.18,0.0,0.0,21.12,21.12
GST71192,ORD11192,PAY71192,2026-04-26,536.78,0.18,0.0,0.0,96.62,96.62
GST71193,ORD11193,PAY71193,2026-04-26,317.48,0.18,0.0,0.0,57.15,57.15
GST71194,ORD11194,PAY71194,2026-04-26,340.28,0.18,0.0,0.0,61.25,61.25
GST71195,ORD11195,PAY71195,2026-04-26,77.49,0.18,0.0,0.0,13.95,13.95
GST71196,ORD11196,PAY71196,2026-04-26,31.86,0.18,0.0,0.0,5.73,5.73
GST71197,ORD11197,PAY71197,2026-04-26,490.61,0.18,0.0,0.0,88.31,88.31
GST71199,ORD11199,PAY71199,2026-04-25,18.64,0.18,0.0,0.0,3.36,3.36
GST71200,ORD11200,PAY71200,2026-04-25,22.79,0.18,0.0,0.0,4.1,4.1
GST71202,ORD11202,PAY71202,2026-04-25,45.27,0.18,4.08,4.08,0.0,8.15
GST71203,ORD11203,PAY71203,2026-04-26,71.19,0.18,0.0,0.0,12.81,12.81
GST71204,ORD11204,PAY71204,2026-04-26,32.05,0.18,0.0,0.0,5.77,5.77
GST71205,ORD11205,PAY71205,2026-04-26,156.53,0.18,14.09,14.09,0.0,28.18
GST71206,ORD11206,PAY71206,2026-04-26,157.38,0.18,0.0,0.0,28.33,28.33
GST71207,ORD11207,PAY71207,2026-04-27,26.44,0.18,0.0,0.0,4.76,4.76
GST71208,ORD11208,PAY71208,2026-04-27,410.28,0.18,0.0,0.0,73.85,73.85
GST71209,ORD11209,PAY71209,2026-04-27,457.01,0.18,0.0,0.0,82.26,82.26
GST71210,ORD11210,PAY71210,2026-04-27,282.84,0.18,0.0,0.0,50.91,50.91
GST71211,ORD11211,PAY71211,2026-04-27,140.63,0.18,0.0,0.0,25.31,25.31
GST71213,ORD11213,PAY71213,2026-04-27,317.55,0.18,28.58,28.58,0.0,57.16
GST71214,ORD11214,PAY71214,2026-04-27,151.75,0.18,0.0,0.0,27.31,27.31
GST71215,ORD11215,PAY71215,2026-04-25,71.05,0.18,0.0,0.0,12.79,12.79
GST71216,ORD11216,PAY71216,2026-04-25,15.56,0.18,0.0,0.0,2.8,2.8
GST71218,ORD11218,PAY71218,2026-04-25,25.55,0.18,0.0,0.0,4.6,4.6
GST71219,ORD11219,PAY71219,2026-04-25,73.52,0.18,0.0,0.0,13.23,13.23
GST71220,ORD11220,PAY71220,2026-04-25,107.64,0.18,0.0,0.0,19.38,19.38
GST71221,ORD11221,PAY71221,2026-04-25,131.31,0.18,11.82,11.82,0.0,23.64
GST71222,ORD11222,PAY71222,2026-04-25,105.11,0.18,0.0,0.0,18.92,18.92
GST71223,ORD11223,PAY71223,2026-04-27,102.41,0.18,0.0,0.0,18.43,18.43
GST71224,ORD11224,PAY71224,2026-04-27,112.97,0.18,0.0,0.0,20.33,20.33
GST71225,ORD11225,PAY71225,2026-04-27,305.67,0.18,0.0,0.0,55.02,55.02
GST71226,ORD11226,PAY71226,2026-04-27,138.09,0.18,0.0,0.0,24.86,24.86
GST71227,ORD11227,PAY71227,2026-04-27,184.08,0.18,0.0,0.0,33.13,33.13
GST71228,ORD11228,PAY71228,2026-04-27,308.12,0.18,0.0,0.0,55.46,55.46
GST71229,ORD11229,PAY71229,2026-04-27,307.61,0.18,0.0,0.0,55.37,55.37
GST71230,ORD11230,PAY71230,2026-04-27,75.67,0.18,0.0,0.0,13.62,13.62
GST71231,ORD11231,PAY71231,2026-04-27,491.95,0.18,0.0,0.0,88.55,88.55
GST71232,ORD11232,PAY71232,2026-04-26,128.7,0.18,0.0,0.0,23.17,23.17
GST71233,ORD11233,PAY71233,2026-04-26,162.1,0.18,14.59,14.59,0.0,29.18
GST71234,ORD11234,PAY71234,2026-04-26,110.86,0.18,0.0,0.0,19.95,19.95
GST71235,ORD11235,PAY71235,2026-04-26,186.07,0.18,0.0,0.0,33.49,33.49
GST71237,ORD11237,PAY71237,2026-04-26,158.88,0.18,0.0,0.0,28.6,28.6
GST71238,ORD11238,PAY71238,2026-04-26,64.54,0.18,0.0,0.0,11.62,11.62
GST71239,ORD11239,PAY71239,2026-04-26,41.54,0.18,0.0,0.0,7.48,7.48
GST71240,ORD11240,PAY71240,2026-04-26,29.62,0.18,0.0,0.0,5.33,5.33
GST71241,ORD11241,PAY71241,2026-04-26,148.94,0.18,0.0,0.0,26.81,26.81
GST71242,ORD11242,PAY71242,2026-04-26,114.91,0.18,0.0,0.0,20.68,20.68
GST71243,ORD11243,PAY71243,2026-04-26,103.33,0.18,9.3,9.3,0.0,18.6
GST71244,ORD11244,PAY71244,2026-04-26,195.21,0.18,0.0,0.0,35.14,35.14
GST71246,ORD11246,PAY71246,2026-04-26,189.31,0.18,0.0,0.0,34.08,34.08
GST71248,ORD11248,PAY71248,2026-04-27,565.25,0.18,0.0,0.0,101.74,101.74
GST71249,ORD11249,PAY71249,2026-04-27,434.27,0.18,0.0,0.0,78.17,78.17
GST71250,ORD11250,PAY71250,2026-04-26,62.32,0.18,0.0,0.0,11.22,11.22
GST71251,ORD11251,PAY71251,2026-04-26,63.62,0.18,0.0,0.0,11.45,11.45
GST71252,ORD11252,PAY71252,2026-04-26,45.54,0.18,0.0,0.0,8.2,8.2
GST71253,ORD11253,PAY71253,2026-04-26,29.19,0.18,0.0,0.0,5.25,5.25
GST71254,ORD11254,PAY71254,2026-04-26,30.48,0.18,0.0,0.0,5.49,5.49
GST71255,ORD11255,PAY71255,2026-04-26,19.92,0.18,0.0,0.0,3.59,3.59
GST71256,ORD11256,PAY71256,2026-04-26,54.7,0.18,0.0,0.0,9.85,9.85
GST71257,ORD11257,PAY71257,2026-04-26,39.76,0.18,0.0,0.0,7.16,7.16
GST71258,ORD11258,PAY71258,2026-04-26,52.51,0.18,0.0,0.0,9.45,9.45
GST71259,ORD11259,PAY71259,2026-04-27,255.67,0.18,0.0,0.0,46.02,46.02
GST71260,ORD11260,PAY71260,2026-04-27,264.05,0.18,0.0,0.0,47.53,47.53
GST71261,ORD11261,PAY71261,2026-04-27,251.25,0.18,0.0,0.0,45.23,45.23
GST71262,ORD11262,PAY71262,2026-04-27,153.0,0.18,0.0,0.0,27.54,27.54
GST71264,ORD11264,PAY71264,2026-04-28,310.48,0.18,0.0,0.0,55.89,55.89
GST71265,ORD11265,PAY71265,2026-04-28,355.74,0.18,0.0,0.0,64.03,64.03
GST71266,ORD11266,PAY71266,2026-04-28,31.96,0.18,0.0,0.0,5.75,5.75
GST71267,ORD11267,PAY71267,2026-04-26,80.89,0.18,0.0,0.0,14.56,14.56
GST71268,ORD11268,PAY71268,2026-04-26,89.83,0.18,0.0,0.0,16.17,16.17
