fee_id,order_id,payment_id,settlement_date,platform_fee,gateway_fee,total_fee_before_gst,gst_on_fees,total_fee_with_gst
FEE71020,ORD11020,PAY71020,2026-04-23,361.83,32.89,394.72,71.05,465.77
FEE71021,ORD11021,PAY71021,2026-04-23,91.71,8.34,100.05,18.01,118.06
FEE71022,ORD11022,PAY71022,2026-04-23,308.07,28.01,336.08,60.49,396.57
FEE71023,ORD11023,PAY71023,2026-04-23,331.21,97.86,429.07,77.23,506.3
FEE71024,ORD11024,PAY71024,2026-04-23,119.84,10.89,130.73,23.53,154.26
FEE71025,ORD11025,PAY71025,2026-04-23,200.78,18.25,219.03,39.43,258.46
FEE71026,ORD11026,PAY71026,2026-04-23,260.11,23.65,283.76,51.08,334.84
FEE71027,ORD11027,PAY71027,2026-04-23,345.94,102.21,448.15,80.67,528.82
FEE71028,ORD11028,PAY71028,2026-04-22,59.7,26.34,86.04,15.49,101.53
FEE71029,ORD11029,PAY71029,2026-04-22,137.79,85.1,222.89,40.12,263.01
FEE71030,ORD11030,PAY71030,2026-04-22,151.36,93.48,244.84,44.07,288.91
FEE71031,ORD11031,PAY71031,2026-04-22,118.74,59.37,178.11,32.06,210.17
FEE71032,ORD11032,PAY71032,2026-04-22,108.77,76.14,184.91,33.28,218.19
FEE71033,ORD11033,PAY71033,2026-04-22,44.85,5.98,50.83,9.15,59.98
FEE71034,ORD11034,PAY71034,2026-04-22,124.13,16.55,140.68,25.32,166.0
FEE71035,ORD11035,PAY71035,2026-04-22,22.53,9.76,32.29,5.81,38.1
FEE71036,ORD11036,PAY71036,2026-04-22,131.9,17.59,149.49,26.91,176.4
FEE71037,ORD11037,PAY71037,2026-04-23,50.97,18.41,69.38,12.49,81.87
FEE71038,ORD11038,PAY71038,2026-04-23,35.03,3.89,38.92,7.01,45.93
FEE71039,ORD11039,PAY71039,2026-04-23,207.06,86.28,293.34,52.8,346.14
FEE71041,ORD11041,PAY71041,2026-04-23,149.25,62.19,211.44,38.06,249.5
FEE71042,ORD11042,PAY71042,2026-04-23,343.03,123.87,466.9,84.04,550.94
FEE71043,ORD11043,PAY71043,2026-04-23,361.45,40.16,401.61,72.29,473.9
FEE71044,ORD11044,PAY71044,2026-04-23,36.05,4.01,40.06,7.21,47.27
FEE71045,ORD11045,PAY71045,2026-04-23,334.6,139.42,474.02,85.32,559.34
FEE71046,ORD11046,PAY71046,2026-04-22,46.81,6.69,53.5,9.63,63.13
FEE71047,ORD11047,PAY71047,2026-04-22,13.01,9.76,22.77,4.1,26.87
FEE71048,ORD11048,PAY71048,2026-04-22,47.84,6.83,54.67,9.84,64.51
FEE71049,ORD11049,PAY71049,2026-04-22,7.41,1.06,8.47,1.52,9.99
FEE71050,ORD11050,PAY71050,2026-04-23,114.59,11.46,126.05,22.69,148.74
FEE71051,ORD11051,PAY71051,2026-04-23,120.67,12.07,132.74,23.89,156.63
FEE71052,ORD11052,PAY71052,2026-04-23,100.24,10.02,110.26,19.85,130.11
FEE71053,ORD11053,PAY71053,2026-04-23,151.63,15.16,166.79,30.02,196.81
FEE71054,ORD11054,PAY71054,2026-04-23,133.77,50.17,183.94,33.11,217.05
FEE71055,ORD11055,PAY71055,2026-04-23,84.67,8.47,93.14,16.77,109.91
FEE71056,ORD11056,PAY71056,2026-04-23,111.76,41.91,153.67,27.66,181.33
FEE71057,ORD11057,PAY71057,2026-04-23,162.68,61.0,223.68,40.26,263.94
FEE71058,ORD11058,PAY71058,2026-04-23,157.42,59.03,216.45,38.96,255.41
FEE71059,ORD11059,PAY71059,2026-04-24,203.14,25.39,228.53,41.14,269.67
FEE71060,ORD11060,PAY71060,2026-04-24,273.98,111.3,385.28,69.35,454.63
FEE71061,ORD11061,PAY71061,2026-04-24,50.62,6.33,56.95,10.25,67.2
FEE71062,ORD11062,PAY71062,2026-04-24,73.02,47.92,120.94,21.77,142.71
FEE71063,ORD11063,PAY71063,2026-04-24,97.19,12.15,109.34,19.68,129.02
FEE71064,ORD11064,PAY71064,2026-04-24,87.73,10.97,98.7,17.77,116.47
FEE71065,ORD11065,PAY71065,2026-04-24,266.86,175.13,441.99,79.56,521.55
FEE71066,ORD11066,PAY71066,2026-04-24,276.76,181.62,458.38,82.51,540.89
FEE71067,ORD11067,PAY71067,2026-04-24,212.98,139.77,352.75,63.49,416.24
FEE71069,ORD11069,PAY71069,2026-04-22,57.55,9.59,67.14,12.09,79.23
FEE71070,ORD11070,PAY71070,2026-04-22,69.92,11.65,81.57,14.68,96.25
FEE71071,ORD11071,PAY71071,2026-04-22,21.44,18.76,40.2,7.24,47.44
FEE71073,ORD11073,PAY71073,2026-04-24,297.11,27.01,324.12,58.34,382.46
FEE71074,ORD11074,PAY71074,2026-04-24,354.36,120.8,475.16,85.53,560.69
FEE71075,ORD11075,PAY71075,2026-04-24,87.92,7.99,95.91,17.26,113.17
FEE71076,ORD11076,PAY71076,2026-04-24,213.48,19.41,232.89,41.92,274.81
FEE71077,ORD11077,PAY71077,2026-04-23,9.05,1.06,10.11,1.82,11.93
FEE71078,ORD11078,PAY71078,2026-04-23,138.35,16.28,154.63,27.83,182.46
FEE71079,ORD11079,PAY71079,2026-04-23,78.45,9.23,87.68,15.78,103.46
FEE71080,ORD11080,PAY71080,2026-04-23,104.52,12.3,116.82,21.03,137.85
FEE71081,ORD11081,PAY71081,2026-04-23,112.8,69.67,182.47,32.84,215.31
FEE71082,ORD11082,PAY71082,2026-04-23,155.19,18.26,173.45,31.22,204.67
FEE71083,ORD11083,PAY71083,2026-04-23,108.93,67.28,176.21,31.72,207.93
FEE71084,ORD11084,PAY71084,2026-04-23,16.93,10.46,27.39,4.93,32.32
FEE71085,ORD11085,PAY71085,2026-04-23,134.33,15.8,150.13,27.02,177.15
FEE71087,ORD11087,PAY71087,2026-04-23,64.76,28.06,92.82,16.71,109.53
FEE71088,ORD11088,PAY71088,2026-04-23,73.68,51.58,125.26,22.55,147.81
FEE71089,ORD11089,PAY71089,2026-04-23,40.65,17.61,58.26,10.49,68.75
FEE71090,ORD11090,PAY71090,2026-04-23,20.12,14.08,34.2,6.16,40.36
FEE71091,ORD11091,PAY71091,2026-04-23,87.28,11.64,98.92,17.81,116.73
FEE71092,ORD11092,PAY71092,2026-04-23,70.73,9.43,80.16,14.43,94.59
FEE71093,ORD11093,PAY71093,2026-04-23,17.38,2.32,19.7,3.55,23.25
FEE71094,ORD11094,PAY71094,2026-04-23,28.21,12.23,40.44,7.28,47.72
FEE71095,ORD11095,PAY71095,2026-04-23,52.03,36.42,88.45,15.92,104.37
FEE71096,ORD11096,PAY71096,2026-04-23,34.65,24.25,58.9,10.6,69.5
FEE71097,ORD11097,PAY71097,2026-04-24,281.45,164.18,445.63,80.21,525.84
FEE71098,ORD11098,PAY71098,2026-04-24,150.75,16.75,167.5,30.15,197.65
FEE71099,ORD11099,PAY71099,2026-04-24,231.68,135.15,366.83,66.03,432.86
FEE71100,ORD11100,PAY71100,2026-04-23,17.58,9.42,27.0,4.86,31.86
FEE71101,ORD11101,PAY71101,2026-04-23,48.49,6.93,55.42,9.98,65.4
FEE71102,ORD11102,PAY71102,2026-04-23,8.52,4.57,13.09,2.36,15.45
FEE71103,ORD11103,PAY71103,2026-04-23,38.4,28.8,67.2,12.1,79.3
FEE71104,ORD11104,PAY71104,2026-04-23,35.46,19.0,54.46,9.8,64.26
FEE71105,ORD11105,PAY71105,2026-04-23,3.29,0.47,3.76,0.68,4.44
FEE71106,ORD11106,PAY71106,2026-04-23,45.87,21.3,67.17,12.09,79.26
FEE71107,ORD11107,PAY71107,2026-04-24,93.98,9.4,103.38,18.61,121.99
FEE71108,ORD11108,PAY71108,2026-04-24,115.17,37.43,152.6,27.47,180.07
FEE71109,ORD11109,PAY71109,2026-04-24,13.61,1.36,14.97,2.69,17.66
FEE71110,ORD11110,PAY71110,2026-04-24,16.7,8.77,25.47,4.58,30.05
FEE71111,ORD11111,PAY71111,2026-04-24,64.55,33.89,98.44,17.72,116.16
FEE71112,ORD11112,PAY71112,2026-04-24,151.93,79.76,231.69,41.7,273.39
FEE71113,ORD11113,PAY71113,2026-04-24,126.15,12.61,138.76,24.98,163.74
FEE71114,ORD11114,PAY71114,2026-04-24,104.95,55.1,160.05,28.81,188.86
FEE71115,ORD11115,PAY71115,2026-04-25,186.62,122.47,309.09,55.64,364.73
FEE71116,ORD11116,PAY71116,2026-04-25,94.93,11.87,106.8,19.22,126.02
FEE71117,ORD11117,PAY71117,2026-04-25,57.58,7.2,64.78,11.66,76.44
FEE71118,ORD11118,PAY71118,2026-04-23,5.75,3.6,9.35,1.68,11.03
FEE71119,ORD11119,PAY71119,2026-04-23,18.56,16.24,34.8,6.26,41.06
FEE71120,ORD11120,PAY71120,2026-04-23,72.14,63.13,135.27,24.35,159.62
FEE71121,ORD11121,PAY71121,2026-04-23,27.18,4.53,31.71,5.71,37.42
FEE71122,ORD11122,PAY71122,2026-04-23,71.49,11.91,83.4,15.01,98.41
FEE71123,ORD11123,PAY71123,2026-04-23,57.82,50.59,108.41,19.51,127.92
FEE71124,ORD11124,PAY71124,2026-04-23,60.24,32.63,92.87,16.72,109.59
FEE71125,ORD11125,PAY71125,2026-04-23,41.42,22.43,63.85,11.49,75.34
FEE71126,ORD11126,PAY71126,2026-04-25,385.88,35.08,420.96,75.77,496.73
FEE71127,ORD11127,PAY71127,2026-04-25,157.74,14.34,172.08,30.97,203.05
FEE71128,ORD11128,PAY71128,2026-04-25,56.69,5.15,61.84,11.13,72.97
FEE71129,ORD11129,PAY71129,2026-04-25,295.82,100.85,396.67,71.4,468.07
FEE71130,ORD11130,PAY71130,2026-04-25,258.56,123.4,381.96,68.75,450.71
FEE71132,ORD11132,PAY71132,2026-04-24,54.3,6.39,60.69,10.92,71.61
FEE71133,ORD11133,PAY71133,2026-04-24,47.51,18.17,65.68,11.82,77.5
FEE71134,ORD11134,PAY71134,2026-04-24,112.96,13.29,126.25,22.72,148.97
FEE71135,ORD11135,PAY71135,2026-04-24,112.62,69.56,182.18,32.79,214.97
FEE71136,ORD11136,PAY71136,2026-04-24,87.47,38.59,126.06,22.69,148.75
FEE71138,ORD11138,PAY71138,2026-04-24,72.0,50.4,122.4,22.03,144.43
FEE71139,ORD11139,PAY71139,2026-04-24,58.55,7.81,66.36,11.94,78.3
FEE71140,ORD11140,PAY71140,2026-04-24,99.75,69.83,169.58,30.52,200.1
FEE71141,ORD11141,PAY71141,2026-04-24,112.28,78.6,190.88,34.36,225.24
FEE71142,ORD11142,PAY71142,2026-04-24,17.59,2.35,19.94,3.59,23.53
FEE71144,ORD11144,PAY71144,2026-04-24,145.18,72.59,217.77,39.2,256.97
FEE71145,ORD11145,PAY71145,2026-04-24,63.63,44.54,108.17,19.47,127.64
FEE71146,ORD11146,PAY71146,2026-04-25,362.21,211.29,573.5,103.23,676.73
FEE71147,ORD11147,PAY71147,2026-04-25,104.36,60.88,165.24,29.74,194.98
FEE71148,ORD11148,PAY71148,2026-04-25,150.0,16.67,166.67,30.0,196.67
FEE71149,ORD11149,PAY71149,2026-04-25,117.33,13.04,130.37,23.47,153.84
FEE71150,ORD11150,PAY71150,2026-04-25,135.43,56.43,191.86,34.53,226.39
FEE71151,ORD11151,PAY71151,2026-04-25,177.12,73.8,250.92,45.17,296.09
FEE71152,ORD11152,PAY71152,2026-04-25,163.28,58.96,222.24,40.0,262.24
FEE71153,ORD11153,PAY71153,2026-04-24,27.9,3.99,31.89,5.74,37.63
FEE71154,ORD11154,PAY71154,2026-04-24,25.66,19.24,44.9,8.08,52.98
FEE71155,ORD11155,PAY71155,2026-04-24,20.86,2.98,23.84,4.29,28.13
FEE71156,ORD11156,PAY71156,2026-04-24,47.79,6.83,54.62,9.83,64.45
FEE71157,ORD11157,PAY71157,2026-04-24,46.44,6.63,53.07,9.55,62.62
FEE71158,ORD11158,PAY71158,2026-04-24,27.99,15.0,42.99,7.74,50.73
FEE71159,ORD11159,PAY71159,2026-04-24,17.24,2.46,19.7,3.55,23.25
FEE71160,ORD11160,PAY71160,2026-04-25,93.54,9.35,102.89,18.52,121.41
FEE71161,ORD11161,PAY71161,2026-04-25,124.99,12.5,137.49,24.75,162.24
FEE71162,ORD11162,PAY71162,2026-04-25,150.3,78.91,229.21,41.26,270.47
FEE71163,ORD11163,PAY71163,2026-04-25,138.12,72.51,210.63,37.91,248.54
FEE71164,ORD11164,PAY71164,2026-04-25,52.76,5.28,58.04,10.45,68.49
FEE71165,ORD11165,PAY71165,2026-04-25,64.2,6.42,70.62,12.71,83.33
FEE71166,ORD11166,PAY71166,2026-04-25,105.2,10.52,115.72,20.83,136.55
FEE71167,ORD11167,PAY71167,2026-04-25,51.51,5.15,56.66,10.2,66.86
FEE71169,ORD11169,PAY71169,2026-04-25,72.39,23.53,95.92,17.27,113.19
FEE71170,ORD11170,PAY71170,2026-04-26,94.6,11.82,106.42,19.16,125.58
FEE71171,ORD11171,PAY71171,2026-04-26,243.19,114.0,357.19,64.29,421.48
FEE71172,ORD11172,PAY71172,2026-04-26,274.57,180.18,454.75,81.86,536.61
FEE71173,ORD11173,PAY71173,2026-04-24,21.35,13.34,34.69,6.24,40.93
FEE71174,ORD11174,PAY71174,2026-04-24,9.85,1.64,11.49,2.07,13.56
FEE71175,ORD11175,PAY71175,2026-04-24,37.82,33.09,70.91,12.76,83.67
FEE71176,ORD11176,PAY71176,2026-04-26,253.36,86.37,339.73,61.15,400.88
FEE71177,ORD11177,PAY71177,2026-04-26,140.85,12.8,153.65,27.66,181.31
FEE71178,ORD11178,PAY71178,2026-04-26,171.33,81.77,253.1,45.56,298.66
FEE71179,ORD11179,PAY71179,2026-04-26,224.06,20.37,244.43,44.0,288.43
FEE71180,ORD11180,PAY71180,2026-04-26,121.02,11.0,132.02,23.76,155.78
FEE71181,ORD11181,PAY71181,2026-04-26,371.3,33.75,405.05,72.91,477.96
FEE71182,ORD11182,PAY71182,2026-04-25,58.23,35.97,94.2,16.96,111.16
FEE71183,ORD11183,PAY71183,2026-04-25,59.56,7.01,66.57,11.98,78.55
FEE71184,ORD11184,PAY71184,2026-04-25,13.42,1.58,15.0,2.7,17.7
FEE71185,ORD11185,PAY71185,2026-04-25,53.11,6.25,59.36,10.68,70.04
FEE71186,ORD11186,PAY71186,2026-04-25,146.2,17.2,163.4,29.41,192.81
FEE71187,ORD11187,PAY71187,2026-04-25,46.46,20.13,66.59,11.99,78.58
FEE71188,ORD11188,PAY71188,2026-04-25,125.74,62.87,188.61,33.95,222.56
FEE71189,ORD11189,PAY71189,2026-04-25,88.81,44.4,133.21,23.98,157.19
FEE71190,ORD11190,PAY71190,2026-04-26,301.38,33.49,334.87,60.28,395.15
FEE71191,ORD11191,PAY71191,2026-04-26,74.12,43.23,117.35,21.12,138.47
FEE71192,ORD11192,PAY71192,2026-04-26,394.37,142.41,536.78,96.62,633.4
FEE71193,ORD11193,PAY71193,2026-04-26,233.25,84.23,317.48,57.15,374.63
FEE71194,ORD11194,PAY71194,2026-04-26,250.0,90.28,340.28,61.25,401.53
FEE71195,ORD11195,PAY71195,2026-04-26,48.94,28.55,77.49,13.95,91.44
FEE71196,ORD11196,PAY71196,2026-04-26,28.67,3.19,31.86,5.73,37.59
FEE71197,ORD11197,PAY71197,2026-04-26,309.86,180.75,490.61,88.31,578.92
FEE71199,ORD11199,PAY71199,2026-04-25,16.31,2.33,18.64,3.36,22.0
FEE71200,ORD11200,PAY71200,2026-04-25,19.94,2.85,22.79,4.1,26.89
FEE71202,ORD11202,PAY71202,2026-04-25,39.61,5.66,45.27,8.15,53.42
FEE71203,ORD11203,PAY71203,2026-04-26,46.68,24.51,71.19,12.81,84.0
FEE71204,ORD11204,PAY71204,2026-04-26,29.14,2.91,32.05,5.77,37.82
FEE71205,ORD11205,PAY71205,2026-04-26,113.84,42.69,156.53,28.18,184.71
FEE71206,ORD11206,PAY71206,2026-04-26,143.07,14.31,157.38,28.33,185.71
FEE71207,ORD11207,PAY71207,2026-04-27,15.96,10.48,26.44,4.76,31.2
FEE71208,ORD11208,PAY71208,2026-04-27,247.72,162.56,410.28,73.85,484.13
FEE71209,ORD11209,PAY71209,2026-04-27,275.93,181.08,457.01,82.26,539.27
FEE71210,ORD11210,PAY71210,2026-04-27,192.57,90.27,282.84,50.91,333.75
FEE71211,ORD11211,PAY71211,2026-04-27,100.0,40.63,140.63,25.31,165.94
FEE71213,ORD11213,PAY71213,2026-04-27,282.27,35.28,317.55,57.16,374.71
FEE71214,ORD11214,PAY71214,2026-04-27,134.89,16.86,151.75,27.31,179.06
FEE71215,ORD11215,PAY71215,2026-04-25,60.9,10.15,71.05,12.79,83.84
FEE71216,ORD11216,PAY71216,2026-04-25,10.09,5.47,15.56,2.8,18.36
FEE71218,ORD11218,PAY71218,2026-04-25,13.63,11.92,25.55,4.6,30.15
FEE71219,ORD11219,PAY71219,2026-04-25,63.02,10.5,73.52,13.23,86.75
FEE71220,ORD11220,PAY71220,2026-04-25,66.24,41.4,107.64,19.38,127.02
FEE71221,ORD11221,PAY71221,2026-04-25,70.03,61.28,131.31,23.64,154.95
FEE71222,ORD11222,PAY71222,2026-04-25,64.68,40.43,105.11,18.92,124.03
FEE71223,ORD11223,PAY71223,2026-04-27,79.05,23.36,102.41,18.43,120.84
FEE71224,ORD11224,PAY71224,2026-04-27,103.56,9.41,112.97,20.33,133.3
FEE71225,ORD11225,PAY71225,2026-04-27,280.2,25.47,305.67,55.02,360.69
FEE71226,ORD11226,PAY71226,2026-04-27,93.48,44.61,138.09,24.86,162.95
FEE71227,ORD11227,PAY71227,2026-04-27,137.28,46.8,184.08,33.13,217.21
FEE71228,ORD11228,PAY71228,2026-04-27,282.44,25.68,308.12,55.46,363.58
FEE71229,ORD11229,PAY71229,2026-04-27,281.98,25.63,307.61,55.37,362.98
FEE71230,ORD11230,PAY71230,2026-04-27,69.36,6.31,75.67,13.62,89.29
FEE71231,ORD11231,PAY71231,2026-04-27,333.01,158.94,491.95,88.55,580.5
FEE71232,ORD11232,PAY71232,2026-04-26,115.15,13.55,128.7,23.17,151.87
FEE71233,ORD11233,PAY71233,2026-04-26,145.04,17.06,162.1,29.18,191.28
FEE71234,ORD11234,PAY71234,2026-04-26,80.2,30.66,110.86,19.95,130.81
FEE71235,ORD11235,PAY71235,2026-04-26,129.11,56.96,186.07,33.49,219.56
FEE71237,ORD11237,PAY71237,2026-04-26,110.24,48.64,158.88,28.6,187.48
FEE71238,ORD11238,PAY71238,2026-04-26,57.75,6.79,64.54,11.62,76.16
FEE71239,ORD11239,PAY71239,2026-04-26,37.17,4.37,41.54,7.48,49.02
FEE71240,ORD11240,PAY71240,2026-04-26,21.43,8.19,29.62,5.33,34.95
FEE71241,ORD11241,PAY71241,2026-04-26,87.61,61.33,148.94,26.81,175.75
FEE71242,ORD11242,PAY71242,2026-04-26,101.39,13.52,114.91,20.68,135.59
FEE71243,ORD11243,PAY71243,2026-04-26,68.89,34.44,103.33,18.6,121.93
FEE71244,ORD11244,PAY71244,2026-04-26,136.19,59.02,195.21,35.14,230.35
FEE71246,ORD11246,PAY71246,2026-04-26,111.36,77.95,189.31,34.08,223.39
FEE71248,ORD11248,PAY71248,2026-04-27,357.0,208.25,565.25,101.74,666.99
FEE71249,ORD11249,PAY71249,2026-04-27,390.84,43.43,434.27,78.17,512.44
FEE71250,ORD11250,PAY71250,2026-04-26,42.56,19.76,62.32,11.22,73.54
FEE71251,ORD11251,PAY71251,2026-04-26,36.35,27.27,63.62,11.45,75.07
FEE71252,ORD11252,PAY71252,2026-04-26,39.85,5.69,45.54,8.2,53.74
FEE71253,ORD11253,PAY71253,2026-04-26,25.54,3.65,29.19,5.25,34.44
FEE71254,ORD11254,PAY71254,2026-04-26,26.67,3.81,30.48,5.49,35.97
FEE71255,ORD11255,PAY71255,2026-04-26,17.43,2.49,19.92,3.59,23.51
FEE71256,ORD11256,PAY71256,2026-04-26,47.86,6.84,54.7,9.85,64.55
FEE71257,ORD11257,PAY71257,2026-04-26,25.89,13.87,39.76,7.16,46.92
FEE71258,ORD11258,PAY71258,2026-04-26,45.95,6.56,52.51,9.45,61.96
FEE71259,ORD11259,PAY71259,2026-04-27,167.65,88.02,255.67,46.02,301.69
FEE71260,ORD11260,PAY71260,2026-04-27,173.15,90.9,264.05,47.53,311.58
FEE71261,ORD11261,PAY71261,2026-04-27,164.75,86.5,251.25,45.23,296.48
FEE71262,ORD11262,PAY71262,2026-04-27,139.09,13.91,153.0,27.54,180.54
FEE71264,ORD11264,PAY71264,2026-04-28,187.46,123.02,310.48,55.89,366.37
FEE71265,ORD11265,PAY71265,2026-04-28,214.79,140.95,355.74,64.03,419.77
FEE71266,ORD11266,PAY71266,2026-04-28,28.41,3.55,31.96,5.75,37.71
FEE71267,ORD11267,PAY71267,2026-04-26,52.47,28.42,80.89,14.56,95.45
FEE71268,ORD11268,PAY71268,2026-04-26,47.91,41.92,89.83,16.17,106.0
FEE71269,ORD11269,PAY71269,2026-04-26,33.69,5.62,39.31,7.08,46.39
FEE71270,ORD11270,PAY71270,2026-04-26,49.99,8.33,58.32,10.5,68.82
FEE71271,ORD11271,PAY71271,2026-04-28,77.68,37.07,114.75,20.65,135.4
FEE71272,ORD11272,PAY71272,2026-04-28,189.66,64.66,254.32,45.78,300.1
FEE71273,ORD11273,PAY71273,2026-04-28,92.29,8.39,100.68,18.12,118.8
FEE71274,ORD11274,PAY71274,2026-04-28,204.39,18.58,222.97,40.13,263.1
FEE71275,ORD11275,PAY71275,2026-04-27,98.53,37.67,136.2,24.52,160.72
FEE71276,ORD11276,PAY71276,2026-04-27,29.63,3.49,33.12,5.96,39.08
FEE71277,ORD11277,PAY71277,2026-04-27,15.75,1.85,17.6,3.17,20.77
FEE71278,ORD11278,PAY71278,2026-04-27,72.19,44.59,116.78,21.02,137.8
FEE71279,ORD11279,PAY71279,2026-04-27,67.44,41.65,109.09,19.64,128.73
FEE71280,ORD11280,PAY71280,2026-04-27,159.59,98.57,258.16,46.47,304.63
FEE71281,ORD11281,PAY71281,2026-04-27,78.1,33.85,111.95,20.15,132.1
FEE71282,ORD11282,PAY71282,2026-04-27,62.78,8.37,71.15,12.81,83.96
FEE71283,ORD11283,PAY71283,2026-04-27,29.24,20.47,49.71,8.95,58.66
FEE71284,ORD11284,PAY71284,2026-04-27,62.16,8.29,70.45,12.68,83.13
FEE71285,ORD11285,PAY71285,2026-04-27,136.23,95.36,231.59,41.69,273.28
FEE71286,ORD11286,PAY71286,2026-04-27,53.43,26.71,80.14,14.43,94.57
FEE71287,ORD11287,PAY71287,2026-04-27,36.87,4.92,41.79,7.52,49.31
FEE71288,ORD11288,PAY71288,2026-04-27,100.48,70.33,170.81,30.75,201.56
FEE71289,ORD11289,PAY71289,2026-04-27,55.62,24.1,79.72,14.35,94.07
FEE71291,ORD11291,PAY71291,2026-04-28,157.48,56.87,214.35,38.58,252.93
FEE71292,ORD11292,PAY71292,2026-04-28,358.87,39.87,398.74,71.77,470.51
FEE71294,ORD11294,PAY71294,2026-04-28,351.16,204.84,556.0,100.08,656.08
FEE71295,ORD11295,PAY71295,2026-04-28,189.08,21.01,210.09,37.82,247.91
FEE71296,ORD11296,PAY71296,2026-04-27,33.87,15.72,49.59,8.93,58.52
FEE71297,ORD11297,PAY71297,2026-04-27,2.85,1.32,4.17,0.75,4.92
FEE71298,ORD11298,PAY71298,2026-04-27,25.06,11.64,36.7,6.61,43.31
FEE71299,ORD11299,PAY71299,2026-04-27,33.03,4.72,37.75,6.79,44.54
FEE71301,ORD11301,PAY71301,2026-04-28,21.41,2.14,23.55,4.24,27.79
FEE71302,ORD11302,PAY71302,2026-04-28,49.03,4.9,53.93,9.71,63.64
FEE71303,ORD11303,PAY71303,2026-04-28,116.16,11.62,127.78,23.0,150.78
FEE71304,ORD11304,PAY71304,2026-04-28,22.86,7.43,30.29,5.45,35.74
FEE71305,ORD11305,PAY71305,2026-04-28,88.17,46.29,134.46,24.2,158.66
FEE71306,ORD11306,PAY71306,2026-04-28,128.6,12.86,141.46,25.46,166.92
FEE71307,ORD11307,PAY71307,2026-04-28,94.65,9.47,104.12,18.74,122.86
FEE71308,ORD11308,PAY71308,2026-04-29,25.24,16.56,41.8,7.52,49.32
FEE71309,ORD11309,PAY71309,2026-04-29,11.34,5.32,16.66,3.0,19.66
FEE71310,ORD11310,PAY71310,2026-04-29,134.21,62.91,197.12,35.48,232.6
FEE71311,ORD11311,PAY71311,2026-04-29,19.94,2.49,22.43,4.04,26.47
FEE71312,ORD11312,PAY71312,2026-04-29,134.6,16.83,151.43,27.26,178.69
FEE71313,ORD11313,PAY71313,2026-04-29,119.83,14.98,134.81,24.27,159.08
FEE71314,ORD11314,PAY71314,2026-04-29,49.96,6.24,56.2,10.12,66.32
FEE71315,ORD11315,PAY71315,2026-04-27,35.46,19.21,54.67,9.84,64.51
FEE71316,ORD11316,PAY71316,2026-04-27,13.61,11.91,25.52,4.59,30.11
FEE71317,ORD11317,PAY71317,2026-04-27,54.3,9.05,63.35,11.4,74.75
FEE71318,ORD11318,PAY71318,2026-04-27,45.4,39.72,85.12,15.32,100.44
FEE71319,ORD11319,PAY71319,2026-04-27,50.54,27.38,77.92,14.03,91.95
FEE71320,ORD11320,PAY71320,2026-04-27,75.41,47.13,122.54,22.06,144.6
FEE71321,ORD11321,PAY71321,2026-04-27,69.79,11.63,81.42,14.66,96.08
FEE71322,ORD11322,PAY71322,2026-04-29,77.82,7.07,84.89,15.28,100.17
FEE71323,ORD11323,PAY71323,2026-04-29,166.58,56.79,223.37,40.21,263.58
FEE71325,ORD11325,PAY71325,2026-04-29,233.51,111.45,344.96,62.09,407.05
FEE71326,ORD11326,PAY71326,2026-04-29,155.97,14.18,170.15,30.63,200.78
FEE71327,ORD11327,PAY71327,2026-04-29,244.35,116.62,360.97,64.97,425.94
FEE71328,ORD11328,PAY71328,2026-04-29,254.99,23.18,278.17,50.07,328.24
FEE71329,ORD11329,PAY71329,2026-04-29,242.59,115.78,358.37,64.51,422.88
FEE71330,ORD11330,PAY71330,2026-04-29,247.88,118.3,366.18,65.91,432.09
FEE71331,ORD11331,PAY71331,2026-04-29,375.58,34.14,409.72,73.75,483.47
FEE71332,ORD11332,PAY71332,2026-04-28,91.22,56.34,147.56,26.56,174.12
FEE71333,ORD11333,PAY71333,2026-04-28,41.94,4.93,46.87,8.44,55.31
FEE71335,ORD11335,PAY71335,2026-04-28,7.44,3.28,10.72,1.93,12.65
FEE71336,ORD11336,PAY71336,2026-04-28,66.8,8.91,75.71,13.63,89.34
FEE71337,ORD11337,PAY71337,2026-04-28,58.14,7.75,65.89,11.86,77.75
FEE71338,ORD11338,PAY71338,2026-04-28,40.22,5.36,45.58,8.2,53.78
FEE71339,ORD11339,PAY71339,2026-04-28,134.34,67.17,201.51,36.27,237.78
FEE71340,ORD11340,PAY71340,2026-04-29,26.23,10.93,37.16,6.69,43.85
FEE71341,ORD11341,PAY71341,2026-04-29,366.35,213.71,580.06,104.41,684.47
FEE71342,ORD11342,PAY71342,2026-04-29,376.08,135.81,511.89,92.14,604.03
FEE71343,ORD11343,PAY71343,2026-04-29,385.12,160.47,545.59,98.21,643.8
FEE71345,ORD11345,PAY71345,2026-04-29,351.18,126.82,478.0,86.04,564.04
FEE71346,ORD11346,PAY71346,2026-04-29,122.71,71.58,194.29,34.97,229.26
FEE71347,ORD11347,PAY71347,2026-04-28,32.89,15.27,48.16,8.67,56.83
FEE71348,ORD11348,PAY71348,2026-04-28,13.11,1.87,14.98,2.7,17.68
FEE71349,ORD11349,PAY71349,2026-04-28,35.66,19.1,54.76,9.86,64.62
FEE71350,ORD11350,PAY71350,2026-04-28,36.16,27.12,63.28,11.39,74.67
