merchant_id,settlement_date,merchant_name,category,settlement_tplus_days,gross_captured_amount,captured_transaction_count,refund_adjustment_amount,refund_count,chargeback_amount,chargeback_count,platform_fee,gateway_fee,gst_on_fees,failed_payment_count,failed_payment_amount,settlement_id,actual_settlement_amount,settlement_status,processor_adjustment_code,processor_note,payout_status,bank_reference,expected_settlement_amount,variance_amount,absolute_variance,exception_flag,exception_type,risk_priority,investigation_memo
M005,2026-04-23,MediQuick Pharmacy,Healthcare,1,29549.7,8.0,1960.49,1.0,0.0,0.0,354.6,205.06,100.73,0.0,0.0,SET50174,26929.55,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR770321436166,26928.82,0.73,0.73,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-23 matched within tolerance. Expected INR 26,928.82 and received INR 26,929.55."
M005,2026-04-25,MediQuick Pharmacy,Healthcare,1,29049.9,7.0,0.0,0.0,0.0,0.0,348.59,181.15,95.36,1.0,3708.12,SET50176,28425.53,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR784005232969,28424.8,0.73,0.73,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-25 matched within tolerance. Expected INR 28,424.80 and received INR 28,425.53."
M005,2026-05-10,MediQuick Pharmacy,Healthcare,1,0.0,0.0,0.0,0.0,1660.98,1.0,0.0,0.0,0.0,0.0,0.0,SET50188,-1661.71,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR577740342263,-1660.98,-0.73,0.73,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-05-10 matched within tolerance. Expected INR -1,660.98 and received INR -1,661.71."
M007,2026-05-16,HomeEase Services,Home Services,2,0.0,0.0,895.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50267,-894.55,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR488948587482,-895.27,0.72,0.72,False,Matched,Normal,HomeEase Services settlement for 2026-05-16 matched within tolerance. Expected INR -895.27 and received INR -894.55.
M004,2026-05-04,SkillBridge Learning,EdTech,3,40440.14,5.0,527.97,1.0,0.0,0.0,647.04,232.67,158.34,1.0,8623.93,SET50144,38874.83,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR655508829822,38874.12,0.71,0.71,False,Matched,Normal,"SkillBridge Learning settlement for 2026-05-04 matched within tolerance. Expected INR 38,874.12 and received INR 38,874.83."
M007,2026-04-30,HomeEase Services,Home Services,2,19305.94,3.0,0.0,0.0,0.0,0.0,328.2,108.75,78.65,0.0,0.0,SET50257,18789.63,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR775632921096,18790.34,-0.71,0.71,False,Matched,Normal,"HomeEase Services settlement for 2026-04-30 matched within tolerance. Expected INR 18,790.34 and received INR 18,789.63."
M002,2026-05-02,FreshBasket Foods,Grocery,1,8560.47,5.0,0.0,0.0,0.0,0.0,119.86,45.33,29.72,0.0,0.0,SET50068,8366.26,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR358985280966,8365.56,0.7,0.7,False,Matched,Normal,"FreshBasket Foods settlement for 2026-05-02 matched within tolerance. Expected INR 8,365.56 and received INR 8,366.26."
M007,2026-04-17,HomeEase Services,Home Services,2,48131.83,9.0,1966.98,1.0,0.0,0.0,818.24,276.28,197.02,0.0,0.0,SET50244,44872.61,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR632127777966,44873.31,-0.7,0.7,False,Matched,Normal,"HomeEase Services settlement for 2026-04-17 matched within tolerance. Expected INR 44,873.31 and received INR 44,872.61."
M008,2026-04-12,FinEdge SaaS,SaaS,2,25737.94,6.0,0.0,0.0,0.0,0.0,386.07,147.2,95.97,0.0,0.0,SET50277,25108.01,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR276228516964,25108.7,-0.69,0.69,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-12 matched within tolerance. Expected INR 25,108.70 and received INR 25,108.01."
M008,2026-04-19,FinEdge SaaS,SaaS,2,46694.84,10.0,0.0,0.0,0.0,0.0,700.43,172.91,157.19,0.0,0.0,SET50284,45664.98,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR755492988258,45664.31,0.67,0.67,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-19 matched within tolerance. Expected INR 45,664.31 and received INR 45,664.98."
M001,2026-04-09,Apex Electronics,Electronics,2,66680.53,5.0,0.0,0.0,0.0,0.0,1200.25,328.95,275.25,1.0,3824.67,SET50007,64876.74,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR903926129631,64876.08,0.66,0.66,False,Matched,Normal,"Apex Electronics settlement for 2026-04-09 matched within tolerance. Expected INR 64,876.08 and received INR 64,876.74."
M008,2026-04-29,FinEdge SaaS,SaaS,2,24870.4,6.0,4343.65,1.0,0.0,0.0,373.05,138.79,92.13,1.0,6407.39,SET50294,19923.44,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR591481668442,19922.78,0.66,0.66,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-29 matched within tolerance. Expected INR 19,922.78 and received INR 19,923.44."
M003,2026-04-24,UrbanStyle Apparel,Apparel,2,34351.68,8.0,0.0,0.0,0.0,0.0,687.04,238.32,166.56,0.0,0.0,SET50097,33259.11,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR104139671436,33259.76,-0.65,0.65,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-24 matched within tolerance. Expected INR 33,259.76 and received INR 33,259.11."
M001,2026-04-12,Apex Electronics,Electronics,2,93841.81,6.0,7247.14,1.0,0.0,0.0,1689.15,578.78,408.23,0.0,0.0,SET50010,83919.13,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR799637669167,83918.51,0.62,0.62,False,Matched,Normal,"Apex Electronics settlement for 2026-04-12 matched within tolerance. Expected INR 83,918.51 and received INR 83,919.13."
M008,2026-04-24,FinEdge SaaS,SaaS,2,37932.44,7.0,0.0,0.0,0.0,0.0,568.98,326.12,161.11,2.0,6868.84,SET50289,36875.61,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR846292539349,36876.23,-0.62,0.62,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-24 matched within tolerance. Expected INR 36,876.23 and received INR 36,875.61."
M002,2026-04-05,FreshBasket Foods,Grocery,1,12245.73,8.0,0.0,0.0,0.0,0.0,171.43,106.89,50.1,0.0,0.0,SET50041,11917.92,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR865960683251,11917.31,0.61,0.61,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-05 matched within tolerance. Expected INR 11,917.31 and received INR 11,917.92."
M002,2026-05-05,FreshBasket Foods,Grocery,1,4952.26,3.0,120.97,1.0,0.0,0.0,69.34,9.9,14.26,0.0,0.0,SET50071,4737.18,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR823332396729,4737.79,-0.61,0.61,False,Matched,Normal,"FreshBasket Foods settlement for 2026-05-05 matched within tolerance. Expected INR 4,737.79 and received INR 4,737.18."
M005,2026-04-03,MediQuick Pharmacy,Healthcare,1,28076.59,7.0,0.0,0.0,0.0,0.0,336.91,142.11,86.22,0.0,0.0,SET50154,27510.74,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR777499940758,27511.35,-0.61,0.61,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-03 matched within tolerance. Expected INR 27,511.35 and received INR 27,510.74."
M006,2026-05-05,TravelNest,Travel,3,42015.4,3.0,0.0,0.0,0.0,0.0,924.35,179.11,198.62,1.0,16630.64,SET50224,40712.71,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR279306276391,40713.32,-0.61,0.61,False,Matched,Normal,"TravelNest settlement for 2026-05-05 matched within tolerance. Expected INR 40,713.32 and received INR 40,712.71."
M008,2026-04-21,FinEdge SaaS,SaaS,2,29039.87,7.0,0.0,0.0,0.0,0.0,435.59,91.63,94.9,1.0,7065.68,SET50286,28417.14,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR263271330158,28417.75,-0.61,0.61,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-21 matched within tolerance. Expected INR 28,417.75 and received INR 28,417.14."
M004,2026-04-19,SkillBridge Learning,EdTech,3,10951.75,3.0,2719.2,1.0,0.0,0.0,175.23,81.13,46.14,0.0,0.0,SET50129,7930.62,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR186140079012,7930.05,0.57,0.57,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-19 matched within tolerance. Expected INR 7,930.05 and received INR 7,930.62."
M005,2026-04-27,MediQuick Pharmacy,Healthcare,1,28710.14,7.0,0.0,0.0,0.0,0.0,344.51,166.03,91.9,0.0,0.0,SET50178,28108.24,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR760899466369,28107.7,0.54,0.54,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-27 matched within tolerance. Expected INR 28,107.70 and received INR 28,108.24."
M007,2026-04-10,HomeEase Services,Home Services,2,44120.56,7.0,1155.87,1.0,0.0,0.0,750.06,183.83,168.11,0.0,0.0,SET50237,41863.23,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR534552048406,41862.69,0.54,0.54,False,Matched,Normal,"HomeEase Services settlement for 2026-04-10 matched within tolerance. Expected INR 41,862.69 and received INR 41,863.23."
M006,2026-05-08,TravelNest,Travel,3,30530.69,2.0,0.0,0.0,0.0,0.0,671.67,176.82,152.72,1.0,7157.8,SET50227,29530.01,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR296750790154,29529.48,0.53,0.53,False,Matched,Normal,"TravelNest settlement for 2026-05-08 matched within tolerance. Expected INR 29,529.48 and received INR 29,530.01."
M003,2026-04-30,UrbanStyle Apparel,Apparel,2,35751.32,7.0,2570.05,1.0,0.0,0.0,715.03,197.39,164.22,0.0,0.0,SET50103,32104.11,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR306946845240,32104.63,-0.52,0.52,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-30 matched within tolerance. Expected INR 32,104.63 and received INR 32,104.11."
M005,2026-05-04,MediQuick Pharmacy,Healthcare,1,22952.31,8.0,0.0,0.0,0.0,0.0,275.43,171.53,80.45,1.0,5840.27,SET50185,22424.38,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR749188212521,22424.9,-0.52,0.52,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-05-04 matched within tolerance. Expected INR 22,424.90 and received INR 22,424.38."
M008,2026-05-03,FinEdge SaaS,SaaS,2,44013.37,7.0,0.0,0.0,0.0,0.0,660.21,319.02,176.27,0.0,0.0,SET50298,42858.39,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR509858965709,42857.87,0.52,0.52,False,Matched,Normal,"FinEdge SaaS settlement for 2026-05-03 matched within tolerance. Expected INR 42,857.87 and received INR 42,858.39."
M006,2026-04-10,TravelNest,Travel,3,53772.5,6.0,8140.42,1.0,0.0,0.0,1183.01,230.4,254.41,1.0,8068.39,SET50199,43963.75,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR828045755230,43964.26,-0.51,0.51,False,Matched,Normal,"TravelNest settlement for 2026-04-10 matched within tolerance. Expected INR 43,964.26 and received INR 43,963.75."
M007,2026-05-03,HomeEase Services,Home Services,2,19294.68,3.0,0.0,0.0,0.0,0.0,328.01,38.59,65.99,0.0,0.0,SET50260,18862.6,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR588612643466,18862.09,0.51,0.51,False,Matched,Normal,"HomeEase Services settlement for 2026-05-03 matched within tolerance. Expected INR 18,862.09 and received INR 18,862.60."
M001,2026-04-30,Apex Electronics,Electronics,2,41475.74,5.0,0.0,0.0,0.0,0.0,746.56,275.82,184.02,1.0,17022.77,SET50028,40268.84,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR454725363111,40269.34,-0.5,0.5,False,Matched,Normal,"Apex Electronics settlement for 2026-04-30 matched within tolerance. Expected INR 40,269.34 and received INR 40,268.84."
M005,2026-04-14,MediQuick Pharmacy,Healthcare,1,22305.81,6.0,0.0,0.0,0.0,0.0,267.67,136.88,72.81,0.0,0.0,SET50165,21827.95,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR455104147395,21828.45,-0.5,0.5,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-14 matched within tolerance. Expected INR 21,828.45 and received INR 21,827.95."
M007,2026-04-28,HomeEase Services,Home Services,2,8270.47,3.0,0.0,0.0,0.0,0.0,140.6,64.55,36.93,1.0,7645.65,SET50255,8027.9,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR523199734525,8028.39,-0.49,0.49,False,Matched,Normal,"HomeEase Services settlement for 2026-04-28 matched within tolerance. Expected INR 8,028.39 and received INR 8,027.90."
M007,2026-04-22,HomeEase Services,Home Services,2,20520.3,3.0,2438.21,1.0,0.0,0.0,348.85,204.92,99.68,0.0,0.0,SET50249,17429.12,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR587937055959,17428.64,0.48,0.48,False,Matched,Normal,"HomeEase Services settlement for 2026-04-22 matched within tolerance. Expected INR 17,428.64 and received INR 17,429.12."
M007,2026-05-06,HomeEase Services,Home Services,2,48484.26,8.0,1162.27,1.0,0.0,0.0,824.23,344.25,210.33,1.0,279.29,SET50263,45943.65,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR434994632368,45943.18,0.47,0.47,False,Matched,Normal,"HomeEase Services settlement for 2026-05-06 matched within tolerance. Expected INR 45,943.18 and received INR 45,943.65."
M001,2026-04-20,Apex Electronics,Electronics,2,22304.19,5.0,0.0,0.0,6017.73,1.0,401.46,92.29,88.87,0.0,0.0,SET50018,15703.38,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR162968938385,15703.84,-0.46,0.46,False,Matched,Normal,"Apex Electronics settlement for 2026-04-20 matched within tolerance. Expected INR 15,703.84 and received INR 15,703.38."
M001,2026-04-23,Apex Electronics,Electronics,2,84302.13,8.0,0.0,0.0,0.0,0.0,1517.44,478.23,359.22,1.0,1851.17,SET50021,81946.78,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR403785173906,81947.24,-0.46,0.46,False,Matched,Normal,"Apex Electronics settlement for 2026-04-23 matched within tolerance. Expected INR 81,947.24 and received INR 81,946.78."
M007,2026-04-04,HomeEase Services,Home Services,2,32307.33,6.0,0.0,0.0,0.0,0.0,549.23,290.76,151.2,0.0,0.0,SET50231,31316.6,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR594177396465,31316.14,0.46,0.46,False,Matched,Normal,"HomeEase Services settlement for 2026-04-04 matched within tolerance. Expected INR 31,316.14 and received INR 31,316.60."
M003,2026-04-19,UrbanStyle Apparel,Apparel,2,24363.02,4.0,3997.56,1.0,0.0,0.0,487.26,151.27,114.92,1.0,8359.77,SET50092,19612.45,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR133599359560,19612.01,0.44,0.44,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-19 matched within tolerance. Expected INR 19,612.01 and received INR 19,612.45."
M007,2026-04-14,HomeEase Services,Home Services,2,23300.38,7.0,0.0,0.0,0.0,0.0,396.1,159.05,99.92,3.0,5827.03,SET50241,22645.75,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR695596115389,22645.31,0.44,0.44,False,Matched,Normal,"HomeEase Services settlement for 2026-04-14 matched within tolerance. Expected INR 22,645.31 and received INR 22,645.75."
M003,2026-04-03,UrbanStyle Apparel,Apparel,2,19205.26,3.0,0.0,0.0,0.0,0.0,384.11,103.27,87.72,0.0,0.0,SET50076,18629.74,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR768953961768,18630.16,-0.42,0.42,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-03 matched within tolerance. Expected INR 18,630.16 and received INR 18,629.74."
M002,2026-04-09,FreshBasket Foods,Grocery,1,10378.86,7.0,0.0,0.0,0.0,0.0,145.31,46.04,34.45,2.0,4585.58,SET50045,10153.47,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR440714668947,10153.06,0.41,0.41,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-09 matched within tolerance. Expected INR 10,153.06 and received INR 10,153.47."
M007,2026-04-05,HomeEase Services,Home Services,2,55712.9,9.0,0.0,0.0,0.0,0.0,947.11,244.95,214.58,0.0,0.0,SET50232,54305.85,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR930893157370,54306.26,-0.41,0.41,False,Matched,Normal,"HomeEase Services settlement for 2026-04-05 matched within tolerance. Expected INR 54,306.26 and received INR 54,305.85."
M008,2026-04-13,FinEdge SaaS,SaaS,2,54651.46,10.0,0.0,0.0,0.0,0.0,819.79,273.15,196.74,0.0,0.0,SET50278,53361.37,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR533959563639,53361.78,-0.41,0.41,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-13 matched within tolerance. Expected INR 53,361.78 and received INR 53,361.37."
M007,2026-05-14,HomeEase Services,Home Services,2,0.0,0.0,6262.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50265,-6263.06,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR102415643663,-6262.65,-0.41,0.41,False,Matched,Normal,"HomeEase Services settlement for 2026-05-14 matched within tolerance. Expected INR -6,262.65 and received INR -6,263.06."
M008,2026-04-14,FinEdge SaaS,SaaS,2,54834.75,8.0,5357.82,1.0,0.0,0.0,822.52,236.79,190.68,1.0,3465.68,SET50279,48226.54,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR295611554783,48226.94,-0.4,0.4,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-14 matched within tolerance. Expected INR 48,226.94 and received INR 48,226.54."
M008,2026-04-25,FinEdge SaaS,SaaS,2,17400.64,3.0,0.0,0.0,0.0,0.0,261.01,127.4,69.92,0.0,0.0,SET50290,16941.92,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR326108765102,16942.31,-0.39,0.39,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-25 matched within tolerance. Expected INR 16,942.31 and received INR 16,941.92."
M003,2026-04-23,UrbanStyle Apparel,Apparel,2,56871.66,9.0,2569.04,1.0,0.0,0.0,1137.43,269.29,253.21,0.0,0.0,SET50096,52643.07,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR741370762118,52642.69,0.38,0.38,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-23 matched within tolerance. Expected INR 52,642.69 and received INR 52,643.07."
M005,2026-05-06,MediQuick Pharmacy,Healthcare,1,18875.92,5.0,5835.9,1.0,0.0,0.0,226.52,64.84,52.45,0.0,0.0,SET50187,12695.85,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR749191328034,12696.21,-0.36,0.36,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-05-06 matched within tolerance. Expected INR 12,696.21 and received INR 12,695.85."
M005,2026-04-07,MediQuick Pharmacy,Healthcare,1,7911.13,4.0,0.0,0.0,0.0,0.0,94.93,77.52,31.04,0.0,0.0,SET50158,7707.99,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR489529674899,7707.64,0.35,0.35,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-07 matched within tolerance. Expected INR 7,707.64 and received INR 7,707.99."
M006,2026-04-30,TravelNest,Travel,3,44466.55,5.0,0.0,0.0,0.0,0.0,978.27,359.16,240.73,0.0,0.0,SET50219,42888.74,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR858385427880,42888.39,0.35,0.35,False,Matched,Normal,"TravelNest settlement for 2026-04-30 matched within tolerance. Expected INR 42,888.39 and received INR 42,888.74."
M002,2026-04-12,FreshBasket Foods,Grocery,1,5200.89,3.0,0.0,0.0,0.0,0.0,72.81,11.64,15.2,1.0,1990.37,SET50048,5101.58,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR129386874507,5101.24,0.34,0.34,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-12 matched within tolerance. Expected INR 5,101.24 and received INR 5,101.58."
M004,2026-05-01,SkillBridge Learning,EdTech,3,49307.77,5.0,0.0,0.0,0.0,0.0,788.93,111.75,162.12,0.0,0.0,SET50141,48244.63,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR391738485295,48244.97,-0.34,0.34,False,Matched,Normal,"SkillBridge Learning settlement for 2026-05-01 matched within tolerance. Expected INR 48,244.97 and received INR 48,244.63."
M008,2026-04-08,FinEdge SaaS,SaaS,2,21248.43,3.0,1791.27,1.0,0.0,0.0,318.73,80.01,71.78,0.0,0.0,SET50273,18986.97,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR520894947332,18986.64,0.33,0.33,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-08 matched within tolerance. Expected INR 18,986.64 and received INR 18,986.97."
M003,2026-05-12,UrbanStyle Apparel,Apparel,2,0.0,0.0,3658.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50113,-3657.74,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR820715774527,-3658.07,0.33,0.33,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-05-12 matched within tolerance. Expected INR -3,658.07 and received INR -3,657.74."
M002,2026-04-07,FreshBasket Foods,Grocery,1,9356.34,4.0,723.52,1.0,0.0,0.0,130.99,31.12,29.17,0.0,0.0,SET50043,8441.22,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR803690276765,8441.54,-0.32,0.32,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-07 matched within tolerance. Expected INR 8,441.54 and received INR 8,441.22."
M005,2026-04-21,MediQuick Pharmacy,Healthcare,1,18433.47,5.0,0.0,0.0,0.0,0.0,221.2,45.77,48.06,1.0,1058.89,SET50172,18118.76,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR396403181676,18118.44,0.32,0.32,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-21 matched within tolerance. Expected INR 18,118.44 and received INR 18,118.76."
M002,2026-04-06,FreshBasket Foods,Grocery,1,12187.29,8.0,0.0,0.0,0.0,0.0,170.62,86.27,46.24,0.0,0.0,SET50042,11884.47,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR699786807067,11884.16,0.31,0.31,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-06 matched within tolerance. Expected INR 11,884.16 and received INR 11,884.47."
M007,2026-04-19,HomeEase Services,Home Services,2,31323.19,6.0,0.0,0.0,0.0,0.0,532.49,232.26,137.67,4.0,17241.56,SET50246,30420.46,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR739200748846,30420.77,-0.31,0.31,False,Matched,Normal,"HomeEase Services settlement for 2026-04-19 matched within tolerance. Expected INR 30,420.77 and received INR 30,420.46."
M006,2026-04-07,TravelNest,Travel,3,60165.37,6.0,0.0,0.0,0.0,0.0,1323.64,365.4,304.03,3.0,28063.0,SET50196,58172.6,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR169393932290,58172.3,0.3,0.3,False,Matched,Normal,"TravelNest settlement for 2026-04-07 matched within tolerance. Expected INR 58,172.30 and received INR 58,172.60."
M001,2026-04-27,Apex Electronics,Electronics,2,41546.61,2.0,20932.92,2.0,0.0,0.0,747.84,251.68,179.91,1.0,13494.11,SET50025,19433.97,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR181913705965,19434.26,-0.29,0.29,False,Matched,Normal,"Apex Electronics settlement for 2026-04-27 matched within tolerance. Expected INR 19,434.26 and received INR 19,433.97."
M008,2026-04-30,FinEdge SaaS,SaaS,2,35043.08,6.0,0.0,0.0,0.0,0.0,525.64,329.12,153.85,0.0,0.0,SET50295,34034.75,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR894199499270,34034.47,0.28,0.28,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-30 matched within tolerance. Expected INR 34,034.47 and received INR 34,034.75."
M002,2026-04-02,FreshBasket Foods,Grocery,1,14656.9,7.0,0.0,0.0,0.0,0.0,205.2,53.67,46.59,0.0,0.0,SET50038,14351.71,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR178235489790,14351.44,0.27,0.27,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-02 matched within tolerance. Expected INR 14,351.44 and received INR 14,351.71."
M005,2026-05-01,MediQuick Pharmacy,Healthcare,1,4013.14,1.0,0.0,0.0,0.0,0.0,48.16,42.14,16.25,2.0,2514.5,SET50182,3906.86,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR187696192137,3906.59,0.27,0.27,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-05-01 matched within tolerance. Expected INR 3,906.59 and received INR 3,906.86."
M001,2026-04-28,Apex Electronics,Electronics,2,58699.5,4.0,0.0,0.0,0.0,0.0,1056.59,322.59,248.25,1.0,15551.25,SET50026,57072.33,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR569568552497,57072.07,0.26,0.26,False,Matched,Normal,"Apex Electronics settlement for 2026-04-28 matched within tolerance. Expected INR 57,072.07 and received INR 57,072.33."
M001,2026-05-04,Apex Electronics,Electronics,2,64945.51,6.0,0.0,0.0,0.0,0.0,1169.03,129.89,233.82,1.0,20651.62,SET50032,63412.51,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR115748199938,63412.77,-0.26,0.26,False,Matched,Normal,"Apex Electronics settlement for 2026-05-04 matched within tolerance. Expected INR 63,412.77 and received INR 63,412.51."
M002,2026-05-06,FreshBasket Foods,Grocery,1,3092.94,2.0,0.0,0.0,0.0,0.0,43.3,16.67,10.8,1.0,1093.33,SET50072,3021.91,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR464953570154,3022.17,-0.26,0.26,False,Matched,Normal,"FreshBasket Foods settlement for 2026-05-06 matched within tolerance. Expected INR 3,022.17 and received INR 3,021.91."
M007,2026-04-06,HomeEase Services,Home Services,2,38927.33,7.0,0.0,0.0,0.0,0.0,661.76,298.38,172.83,0.0,0.0,SET50233,37794.1,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR352792302814,37794.36,-0.26,0.26,False,Matched,Normal,"HomeEase Services settlement for 2026-04-06 matched within tolerance. Expected INR 37,794.36 and received INR 37,794.10."
M001,2026-04-08,Apex Electronics,Electronics,2,78296.16,5.0,8707.04,1.0,0.0,0.0,1409.34,697.24,379.19,0.0,0.0,SET50006,67103.59,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR996434213431,67103.35,0.24,0.24,False,Matched,Normal,"Apex Electronics settlement for 2026-04-08 matched within tolerance. Expected INR 67,103.35 and received INR 67,103.59."
M004,2026-04-15,SkillBridge Learning,EdTech,3,33079.79,3.0,0.0,0.0,0.0,0.0,529.28,190.85,129.62,1.0,7810.43,SET50125,32229.8,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR960830744331,32230.04,-0.24,0.24,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-15 matched within tolerance. Expected INR 32,230.04 and received INR 32,229.80."
M008,2026-05-08,FinEdge SaaS,SaaS,2,0.0,0.0,6122.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50303,-6121.84,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR281995911623,-6122.07,0.23,0.23,False,Matched,Normal,"FinEdge SaaS settlement for 2026-05-08 matched within tolerance. Expected INR -6,122.07 and received INR -6,121.84."
